id,content
746494,<p><img src=17f987e258771c2.png></p><p><img src=17f987e28e6ffbe.png></p>
753122,<p>3000円です。    計算方法は、添付の図を参考にしてください。</p><p><img src=17f9aa61489b117.jpg></p>
808906,<p>下の画像の通りです。</p><p><img src=17fab9c68dc1320.jpg></p>
756124,<p><img src=17f9b2a9769337b.jpeg></p><p><img src=17f9b2a9ac41953.jpeg></p><p><img src=17f9b2a9e76c588.jpeg></p><p><img src=17f9b2aa278d7eb.jpeg></p>
806130,<p>これでどうでしょうか？</p><p><img src=17faa6e7c3ebb49.jpg></p>
579128,<p>次のように計算します。</p><p><img src=17f68fc7a738504.jpg></p>
762154,<p><img src=17f6f8706f4c778.jpg></p>
763012,<p><img src=17f6fd7970f60fa.jpg></p>
301552,<p><img src=17f0c486fef738b.jpg></p>
301734,<p><img src=17f0c492ebbb949.jpg></p><p>解答を送信しました</p>
302338,<p><img src=17f4f6bfa403d7b.jpg></p><p>解答を作成しましたので確認をお願いします。</p>
304516,<p>どうでしょう？</p><p><img src=17f261ed6cecbcc.jpg></p>
304610,<p>未知数が3つありますから（10円玉の枚数、50円玉の枚数、100円玉の枚数）条件を3つ探しましょう</p><p><img src=17f4f7bed772127.jpg></p>
306734,<p>左がアの図、右がイの図です アでは（少しわかりづらいかもしれませんが...）図のような場合が考えられるので２つの直線は必ず平行とは限りません。 イでは２つの平面が平行ならば、その平面はどんな位置でも大きさでも交わる垂直な線はどちらにも垂直になります。</p><p><img src=17f3110a15cf764.jpg></p>
308244,<p>合ってますよ〜。参考程度に模範解答貼っときますね。 AE=xとおいています。</p><p><img src=17f29edcbce6a0a.jpg></p>
314562,<p><img src=17f52da0c6ae63f.jpg></p>
314904,<p>2020を文字でおきましょう。</p><p><img src=17f52e06c050947.jpg></p>
315082,<p><img src=17f52e0b1acff89.jpg></p>
316630,<p><img src=17f52efdf07a9c9.jpg></p><p>途中式とかは特になくて、この証明自体が解説になってます！ わからない部分は説明しますね！</p>
317596,<p><img src=17f52f869c14029.jpg></p>
318654,<p><img src=17f53004d279eb8.jpg></p><p>今後の参考になりますのでレビューをお願いします</p>
318846,<p><img src=17f53022e833072.jpg></p>
318936,<p><img src=17f53030d0f9e0b.jpg></p><p>分からないところがあれば言ってください！</p>
319052,<p><img src=17f53030c9e22f7.jpg></p><p>以上1枚が解答です。</p>
319058,<p><img src=17f5304413bc210.jpg></p><p><img src=17f530447ca4b03.jpg></p>
319322,<p><img src=17f5305d7ddc8df.jpg></p>
319984,<p><img src=17f530b77d1df07.jpeg></p><p><img src=17f530b7b4ff01b.jpeg></p><p><img src=17f530b7f7af39a.jpg></p>
320086,<p><img src=17f52f7431dc3e1.jpg></p><p>質問がありましたら、遠慮なくどうぞ！</p>
320420,<p><img src=17f53102f1fc941.jpg></p>
321820,<p><img src=17f5322484afdc4.jpg></p>
321922,<p><img src=17f532237433b5d.jpg></p>
324562,<p><img src=17f533882b99448.jpg></p>
325886,<p><img src=17f534294d4caa4.jpg></p>
326876,<p><img src=17f534acbce0475.jpg></p><p>質問があれば言ってください</p>
330396,<p><img src=17f5e99f157a2a5.jpg></p>
335828,<p>球の公式を使って解きます。</p><p><img src=17f68ad26084cb3.jpg></p>
349874,<p>こちらが答えです。 因数分解を思い出してください。 因数分解をするために無理やり、2xyという項を足して、2xyを引いています。 やっていることは等式に0を足していることと同じです。 因数分解が出来たら、数字を代入して終わりです。</p><p><img src=17f68bdc46b4240.jpg></p>
395372,<p>A÷B＝A/B  と  約分が理解できれば簡単です。    分かりにくかったら一番下の図を見てください  A/B÷C/D  ＝A/B/C/D  ＝A/B×D/C/C/D×D/C  ＝A/B×D/C/１  ＝A/B×D/C    計算しやすいように÷を/にして約分していくと結果  分数÷分数が分数×逆数になるだけです。    下図の真ん中の約分は分数の分母と分子に同じD/Cをかけているだけです。  （分母と分子に同じ数をかけるのは問題ありません）  最初に分数÷分数を教えるときは約分と÷を/にする計算が難しすぎるから教えないだけじゃないでしょうか？</p><p><img src=17f68d44d02da16.jpg></p>
426806,<p>可視化しますと図のようになります。  「父と兄の年齢を加えると67」の中から  「父と弟の年齢差38」と「兄弟の年齢差3」を引くと  弟の年令の二倍が出て来ます。    (67−38−3)÷2=13    あとは弟の年令13歳を足がかりに解きます。</p><p><img src=17f68f467acd8c7.jpg></p>
1094908,<p><img src=17fd4f9ecdfb450.jpg></p><p><img src=17fd4f9ef6f46f9.jpg></p><p>分からないところがあれば質問して下さい！</p>
1131668,<p><img src=17fddaf2b069be1.jpg></p><p>平均値、偏差、分散、の順に求め算出します</p><p>答えは➁の2cmです</p>
1136024,<p><img src=17fdeb898199625.jpg></p><p><img src=17fdeb899a1f820.jpg></p><p>これで分かりますか？  (b)はネットで見つけた解説のスクショなので見づらかったらすいません。</p>
1195836,<p><img src=17fe43d5bb7a4e5.jpg></p><p>こんな感じでどうでしょう？</p>
738032,<p>メモの2×3って可愛いな笑笑</p><p><img src=17f959880af0331.jpg></p>
754948,<p><img src=17f9b24dbb4753b.jpeg></p><p><img src=17f9b24df1b84cb.jpeg></p><p><img src=17f9b24e270cb06.jpeg></p>
769630,<p>これでどうでしょう</p><p><img src=17fa0079a160aa9.jpg></p>
303194,<p><img src=17f4f6990a98c43.jpg></p>
303432,<p><img src=17f4f6c2932e9bc.jpg></p><p>勉強がんばってください！</p>
303912,<p><img src=17f4f70b696c9a2.jpg></p><p>これでどうでしょうか？</p>
307464,<p>解説してみました。 お役に立てればと思います。 もしわからないことや見にくいことがありましたら言ってください。</p><p><img src=17f2887bbad30ee.jpg></p>
314094,<p><img src=17f4f81b3ecc384.jpg></p><p>はじめまして^ ^このような形になります。よろしくお願いします。</p>
314192,<p><img src=17f4f82b09a7f18.jpg></p><p>質問がありましたら、遠慮なくどうぞ！</p>
314368,<p><img src=17f4f854b003f2d.jpg></p>
315272,<p><img src=17f52d61c5c1ba4.jpg></p>
317012,<p><img src=17f52e6c06ecd89.jpg></p><p><img src=17f52e6c3243a2e.jpg></p><p><img src=17f52e6c820ff1b.jpg></p><p><img src=17f52e6cc44f280.jpg></p><p><img src=17f52e6cf636afe.jpg></p><p><img src=17f52e6d330b688.jpg></p><p><img src=17f52e6d6bf2f7a.jpg></p>
317102,<p><img src=17f52e7b37e68fe.jpg></p><p>難しいとは思いますが頑張ってください</p>
317112,<p><img src=17f52e873a00e22.jpg></p>
317266,<p><img src=17f52ea6befc1ca.jpg></p><p>どうでしょう！</p>
318370,<p><img src=17f52f4718a2f73.jpg></p><p>よろしくお願いします！</p>
323450,<p><img src=17f53263992247a.jpg></p><p>です！ このブーメランは360度なので、360度からわかってる角度を引いて求めることができます！</p>
324260,<p><img src=17f532e56cd6f48.jpg></p>
325618,<p><img src=17f53392a906ec8.jpg></p><p>こんな感じですね！疑問点がありましたら遠慮なく仰って下さいね！お疲れ様でした！</p>
327034,<p><img src=17f5345e66540cb.jpg></p>
329394,<p><img src=17f53585d89d0ec.jpg></p><p>上の解説でわからないところがあれば質問してくださいね( ´ ▽ ` )ﾉ</p>
404560,<p>食塩水は表のようにするとしきが分かりやすいと思います。</p><p><img src=17f68dca6e271e1.jpg></p>
940964,<p>不明点あれば質問お願いします????</p><p><img src=17f8dceba2d04ed.jpg></p>
942870,<p>ｙ＝2/xになるので、ｘ＝１を代入して解きます。</p><p><img src=17f8e4ca66a919e.jpg></p>
989544,<p><img src=17f9896b34378c6.jpg></p>
1106264,<p><img src=17fb66788c19e13.jpeg></p><p><img src=17fb6678d95bcc9.jpeg></p><p><img src=17fb667926fa65c.jpeg></p><p><img src=17fb66796c7a428.jpeg></p><p><img src=17fb6679b912dfa.jpeg></p><p><img src=17fb667a007db3b.jpeg></p>
305992,<p><img src=17f4f6f565eb24b.jpg></p>
307036,<p><img src=17f4f782af3267b.jpg></p>
308000,<p>こんな感じです！</p><p><img src=17f30535b9bb4e4.jpg></p>
309482,<p>わかりづらいところあったら、きいてください◎</p><p><img src=17f287cece50a39.jpg></p>
314386,<p>こんな感じです。二つに分けた三角形の高さは変わらないため面積を半分にするには底辺を半分にする必要があるということに気づけば簡単に解けます！</p><p><img src=17f2f549c97f63d.jpg></p>
317622,<p><img src=17f52d62335ca9c.jpg></p>
317832,<p><img src=17f52d70b4abb9b.jpg></p><p>これは(2)のみですか？ それとも、2枚目に上げてあるように1と3もですか？</p>
318528,<p><img src=17f52e138368937.jpg></p><p>はじめまして^ ^ このようになります。 よろしくお願いします。</p>
318566,<p><img src=17f52e072e72f6a.jpg></p><p><img src=17f52e077534f96.jpg></p>
318704,<p><img src=17f52e20d967853.jpg></p>
318980,<p><img src=17f52e5c8a00e2f.jpg></p>
319006,<p><img src=17f52e524f4a4d7.jpg></p><p><img src=17f52e527e233ed.jpg></p>
319390,<p><img src=17f52e89044c1b0.jpg></p>
319924,<p><img src=17f52ee645b8a9e.jpg></p>
320232,<p><img src=17f52f1a2cc8e95.jpg></p><p>不明点あれば聞いて下さい！</p>
320286,<p><img src=17f52f1aa610890.jpg></p>
320318,<p><img src=17f52f21a6174c2.jpg></p><p><img src=17f52f21eff12af.jpg></p><p><img src=17f52f2239ff5c9.jpg></p><p><img src=17f52f227930da6.jpg></p><p><img src=17f52f22bb74b9b.jpg></p>
320636,<p><img src=17f52f47f74f6b6.jpg></p>
320936,<p><img src=17f52f741b89bfd.jpg></p><p><img src=17f52f747ed0450.jpg></p>
321750,<p><img src=17f52fd833c067d.jpg></p><p>こんな感じでどうでしょうか。 分かりにくいところがあれば遠慮なく再質問してくださいね！</p>
321896,<p>ちょっと待ってください</p><p><img src=17f52fed20e7d1f.jpg></p>
322656,<p><img src=17f5304f3a61bb2.jpg></p>
322674,<p><img src=17f5305c6f3d1c1.jpg></p><p><img src=17f5305cb7cbdbc.jpg></p>
322808,<p><img src=17f53079aea619d.jpg></p><p><img src=17f53079ec3f3e7.jpg></p><p><img src=17f5307a1c52a7d.jpg></p>
323334,<p><img src=17f530a9150d900.jpg></p>
325878,<p><img src=17f5325f77f42a9.jpg></p>
325886,<p><img src=17f53288b298a5a.jpg></p>
326418,<p><img src=17f532ca8d7345b.jpeg></p><p><img src=17f532cab098f00.jpeg></p><p><img src=17f532cad1547ef.jpeg></p><p><img src=17f532cb05694a9.jpeg></p><p><img src=17f532cb486aec2.jpeg></p><p><img src=17f532cb772837b.jpeg></p>
327578,<p><img src=17f533750c6abda.jpg></p>
330086,<p><img src=17f534bbad94827.jpg></p>
331278,<p><img src=17f53574f8c4dbd.jpg></p>
332156,<p><img src=17f5361d95f99c1.png></p><p><img src=17f5361dcd8be16.png></p>
333548,<p><img src=17f5f7a20483b77.jpg></p>
385200,<p>図のように    △OPM は直角三角形であり    OP = 半径 = 8cm    OM = 2cm なので三平方の定理より    PM² = OP² - OM² =8² - 2² = 60    PM = 2√15    よって PQ = 2PM = 4√15 cm    ですね(*^∇^)/</p><p><img src=17f68c6918468f7.jpg></p>
392798,<p>一次関数  y=mx+n  に置いて、  xの値がaからbまで変化したとき  xの増加量は、b-a  yの増加量は、(mb+n)-(ma+b)=m(b-a)  yの変化の割合は、  m(b-a)/(b-a)=m      (回答)  y=3x-2  xの変域が不明です。    a÷b=a/b  とします。    y=24/x  xの値が2から6まで変化したとき、  xの増加量は、6-2=4  yの増加量は、  (24/6)-(24/2)=4-12=-8  変化の割合は、  (-8)/4=-2    ((参考))  A(2
402278,<p>(1)  □OABC=(3+6)*4/2  =18  (2)  ①  △OAEの底辺をy軸とすると高さはA(x)  △OAE=OE*4/2=18/2  OE=18/4  =9/2  座標 E(0
399594,<p><img src=17f0c493f96c135.jpg></p><p><img src=17f0c4941e0dfc6.jpg></p>
400458,<p><img src=17f4f6c5b704683.jpg></p><p>分数の分母を、先に消すことを意識してみてください！</p>
400882,<p><img src=17f4f70a3593140.jpg></p><p>このようになります</p><p>質問等なければ評価をお願いします！</p>
401570,<p><img src=17f4f7669438b6b.jpg></p><p><img src=17f4f766f0a6a41.jpg></p><p><img src=17f4f7673615ee9.jpg></p><p><img src=17f4f7676a2df97.jpg></p>
405338,<p>間違っていたらごめんなさい！</p><p><img src=17f32b5df072efb.jpg></p>
413704,<p>説明が下手ですみません</p><p><img src=17f3298395199a3.jpg></p>
414044,<p>1枚目は練習5の解説です！ 2枚目は練習6の解説です！ 三平方の定理を理解してたら段々解けるようになってくると思うので頑張ってください??</p><p><img src=17f300ed15d389a.jpg></p><p><img src=17f300edfca1bd9.jpg></p>
414266,<p><img src=17f4f7f7bc26cf8.jpeg></p><p><img src=17f4f7f7f441378.jpeg></p><p><img src=17f4f7f82963ef4.jpeg></p>
415870,<p><img src=17f52d1cc35d439.jpeg></p><p><img src=17f52d1d713e8fe.jpeg></p>
415958,<p><img src=17f52d1b7520901.jpeg></p><p><img src=17f52d1ba2e43cc.jpeg></p><p><img src=17f52d1be29a347.jpeg></p><p><img src=17f52d1c23480db.jpeg></p><p><img src=17f52d1c4e56ed6.jpeg></p><p><img src=17f52d1c7a42d32.jpeg></p><p><img src=17f52d1cc3b9f82.jpeg></p><p><img src=17f52d1d6ffa54f.jpeg></p><p><img src=17f52d1db22d40a.jpeg></p><p><img src=17f52d1df9e04f0.jpeg></p>
416830,<p><img src=17f52db10cdcef8.jpg></p><p>このようになります</p>
417114,<p><img src=17f52dea4d51872.jpg></p><p>これでどうでしょう</p>
417192,<p><img src=17f52debbd38d7d.jpg></p><p><img src=17f52debf141727.jpg></p>
418606,<p><img src=17f52e8cc0c9b43.jpg></p>
418886,<p><img src=17f52ebc47ec10d.jpg></p><p>中国と世界の人口は教科書と違っていましたら、 教科書通りに直してください。</p>
419284,<p><img src=17f52ef381dc081.jpg></p>
419492,<p><img src=17f52eff3613227.jpg></p>
420020,<p><img src=17f52f3cf9d71f5.jpg></p><p>大丈夫でしょうか？</p>
420384,<p><img src=17f52f568a17e5c.jpg></p><p><img src=17f52f56e8482e7.jpg></p>
420966,<p><img src=17f52fa4df2e58a.jpg></p><p>わからないところはありますか？</p>
420972,<p><img src=17f52f9685bc4a6.jpg></p>
422046,<p><img src=17f52ffb024804e.jpg></p><p><img src=17f52ffb4be04fb.jpg></p><p>図の左に書いてある線(折り返しているところ)が対称の軸です</p>
422430,<p><img src=17f5302193c6f66.jpeg></p><p><img src=17f53021dfc5771.jpeg></p><p><img src=17f5302230ce52d.jpeg></p><p><img src=17f530227d07a77.jpeg></p>
422726,<p><img src=17f53052331ce75.jpg></p>
427272,<p><img src=17f532a728e2a04.jpg></p><p>情報公式の一番上の公式を使います(^^)</p><p><img src=17f532a74cc4f74.jpg></p>
428294,<p>分母を2、4、6の最小公倍数である12で通分してください！そうすると分子はそれぞれひだりから、6、9、2となり、答えは6分の17となります！</p><p>解答を書いた画像を送りたいのですが、何度試しても画像が送れないので少しお待ちください。改めて送ります！</p><p><img src=17f532e89ec08df.jpg></p><p>お待たせしました。</p>
428440,<p><img src=17f5330241bcaba.jpg></p>
428654,<p><img src=17f53320661b200.jpg></p>
428900,<p><img src=17f5333cfd9119f.jpg></p>
429168,<p><img src=17f533683736441.jpg></p>
430108,<p><img src=17f533b1051d87d.jpg></p>
430112,<p><img src=17f533c22437881.jpg></p><p>縦長になってしまったのと計算ミスをしてしまったので下の写真を見てください</p><p><img src=17f533c260ecae0.jpg></p>
430196,<p><img src=17f533c095a47a3.jpg></p>
430756,<p>-4で両辺を割るので、各項の符号が変わることに注意ですね！</p><p><img src=17f534142b369c5.jpg></p>
430842,<p><img src=17f534145cb5435.jpg></p>
431800,<p><img src=17f53472641ac73.jpg></p><p>勉強がんばってください！評価のほどよろしくお願いします</p>
432852,<p><img src=17f534b81e10955.jpg></p><p><img src=17f534b841daae3.jpg></p>
433404,<p><img src=17f535159b71c3d.jpg></p>
434448,<p><img src=17f53594592969e.jpg></p><p>何か質問が有れば連絡下さい</p>
434452,<p><img src=17f5357bf674176.jpg></p>
434586,<p><img src=17f535885dd0a42.jpeg></p><p><img src=17f53588a35aaa5.jpeg></p>
437128,<p><img src=17f5cf1c811fc47.jpg></p><p>どうぞ！</p>
442412,<p>あってるはず</p><p><img src=17f68a827c4a0d4.jpg></p>
567990,<p>計算したらこうなったのですが質問者さんが仰ってる答え本当にそれで合ってますか？ 違っていたら計算し直しますのでまた仰ってください</p><p><img src=17f68f593f27edf.jpg></p>
601604,<p><img src=17f6cdc559aad24.jpg></p><p>これでどうでしょう</p>
603366,<p><img src=17f6daef140d103.jpeg></p><p><img src=17f6daef5ea40be.jpeg></p>
757994,<p>同時に2枚やカードを取り出す系の問題は表を書くと分かりやすいですよ。  同時にカードを取り出しだすので同じカードは2回引けません。そうゆう場合は表に斜線を引きます。</p><p><img src=17f6ebf0366bf07.jpg></p>
765580,<p><img src=17f71ce89f40b25.jpg></p><p>８方向書いたら繋いでok</p>
739206,<p>これで分かりますか？</p><p><img src=17f95ed2afed7eb.jpg></p>
754476,<p><img src=17f9b1399273b71.jpg></p><p>わからなければ、質問してください</p>
754854,<p><img src=17f9b2a97108e72.jpg></p><p><img src=17f9b2a9a4f5f2b.jpg></p><p><img src=17f9b2a9e746aaf.jpg></p>
791666,<p>どうぞ</p><p><img src=17fa65c807030fa.jpg></p>
1193438,<p><img src=17fe43d80a6aa51.jpg></p><p>どうでしょうか？ 質問あれば遠慮無くどうぞ！</p>
303658,<p><img src=17f0c496d248a8e.jpg></p>
303694,<p><img src=17f4f6541abd7ba.jpg></p><p>分からないところがあれば気軽に聞いてください！</p>
304900,<p><img src=17f4f7323fd835a.png></p><p><img src=17f4f73268d3075.png></p>
308580,<p>解答 和 [-4x+3] 差 [8x-11] 解説 和は加法だから(2x-4)＋(-6x+7)で計算をする 差は減法だから(2x-4)－(-6x+7)で計算をする </p><p><img src=17f3106d89c9db2.jpg></p>
316054,<p><img src=17f52d6350a937f.jpg></p>
316688,<p><img src=17f52dd22be2106.jpg></p>
317028,<p><img src=17f52e23f8e6cb7.jpg></p>
317080,<p><img src=17f52e230512411.jpg></p>
318160,<p><img src=17f52eba75f3e67.jpg></p>
318594,<p><img src=17f52efeef048e6.jpg></p>
318848,<p><img src=17f52f216469a80.jpg></p>
319144,<p><img src=17f52f4c793e0cf.jpg></p>
319446,<p><img src=17f52f74e0a9a93.jpg></p>
319842,<p><img src=17f52fa144aa826.jpg></p>
319946,<p><img src=17f52fb07ec39fa.jpg></p><p>こうなります</p>
320812,<p><img src=17f53021811c202.jpg></p><p><img src=17f53021c277bb2.jpg></p><p><img src=17f53021fe71611.jpg></p>
321582,<p><img src=17f5308cf4a7f24.jpg></p><p>分からないことがあればなんでも聞いてください。</p>
321634,<p><img src=17f530804846b4e.jpg></p>
321828,<p><img src=17f530acfd778cb.jpg></p><p>疑問点、不明点あればお伝え下さい！</p>
323852,<p><img src=17f532338c61f1d.jpg></p>
324470,<p><img src=17f5329035070ca.jpg></p>
325368,<p><img src=17f5331f647ec6e.jpg></p><p><img src=17f5331fcbd1c25.jpg></p><p><img src=17f533201178faa.jpg></p><p><img src=17f5332044da15a.jpg></p><p><img src=17f533207d37cea.jpg></p><p><img src=17f53320c29bf72.jpg></p><p><img src=17f53320f243ee6.jpg></p><p><img src=17f533215698602.jpg></p>
328110,<p><img src=17f5347d8dec387.jpg></p>
328166,<p><img src=17f5348b15bed49.jpg></p><p>ご質問ありがとうございます！</p><p>分からないところがありましたら質問お待ちしております。</p><p>分かりましたら評価をお願いいたします。</p>
329072,<p><img src=17f534f3cc27ddd.jpg></p>
329454,<p><img src=17f535496d7dc80.jpg></p><p>画像で失礼します。見づらい部分があれば再質問にて教えてください！</p>
329992,<p><img src=17f53578d088261.jpeg></p><p><img src=17f535791ad6460.jpeg></p>
331040,<p><img src=17f52e539d57147.jpg></p>
331848,<p><img src=17f5b3468afc745.jpg></p><p><img src=17f5b346b144bbf.jpg></p>
335584,<p>★公園の面積  ↓  一人当たりの面積を求めて、狭い方が混んでいることになります。    ★肉の問題  ↓  1g当りの値段を求めて、それに700gをかけます。    ★国社理数の4教科合計点から、国社理の3教科の合計点を引いた点数が算数の点数になります。</p><p><img src=17f689909079316.jpg></p>
338922,<p>y=-2x²になります</p><p><img src=17f68aedb7ac5d9.jpg></p>
386976,<p>フェン図（ベン図）で考えると分かりやすいです。    Ｑ、そばが好きでうどんが嫌いな男子が６０人、そばとうどん両方とも好きな女子が８０人だったとき、そばとうどんの少なくともどちらか一方が好きな生徒は男女合計で何人いますか？    そばが好きでうどんが嫌いな男子が６０人ということから  そばとうどんの両方好きな男子が110人いることがわかります。  よってうどんのみ好きな男子は10人。    そばとうどん両方とも好きな女子が８０人ということから  そばのみ好きな女子が20人  うどんのみ好きな女子10人。  ということがわかるので、そばとうどんの少なくともどちらか一方が好きな生徒は男女合計は  60＋10＋20＋10＝100人  になります。    Ｑ、そばもうどんも嫌いな生徒は男女合計で２０人だったとき、そばとうどんのどちらか一方だけ好きな生徒は男女合計で何人いますか？  この問題も同様にして  そばもうどんも嫌いな生徒は男女合計で２０人なので  そばのみ嫌いな生徒の男女合計は60人  うどんのみ嫌いな生徒の男女合計は120人  となるので、そばとうどんのどちらか一方だけ好きな生徒は男女合計は  120＋60＝180人になります。    ※図について  図の黒文字は問題で定義されている数、赤文字はそれらから導出された数になります。  また上の図が最初の問に関する図で、下の図が次の問に関する図です。</p><p><img src=17f68ca51a44c4e.jpg></p>
795782,<p>このように考えました。</p><p><img src=17fa702018e33ce.jpg></p>
970678,<p><img src=17f9349d530d329.jpg></p>
972866,<p><img src=17f93c62fc0f3b8.jpg></p>
976354,<p><img src=17f9480136948aa.jpg></p><p><img src=17f948016bf946c.jpg></p><p>また何かあれば再質問してください。</p>
1459480,<p><img src=17fd5a7df93e258.jpg></p><p>解答に関して疑問があればここで質問してくださいね</p>
1511966,<p><img src=17fdf0678c4e893.jpg></p>
1589820,<p><img src=17fe43d00850860.jpg></p>
1589898,<p><img src=17fe43d8220750d.jpg></p><p><img src=17fe43d87e4141f.jpg></p><p>不満な点が無ければ、評価を5にしてくださるとうれしいです。</p><p>評価5未満にされる場合、｢必ず｣理由を書いてください。</p><p>分からないこと等がある場合は｢評価する前に｣再質問してください。</p>
303752,<p><img src=17f0c4965c4fd36.jpg></p><p><img src=17f0c496a238baa.jpg></p>
304958,<p><img src=17f4f73b584531a.jpg></p><p>分からないところがあれば質問して下さい。</p><p>評価をお願いします。</p>
304992,<p><img src=17f4f73793e9330.jpg></p><p><img src=17f4f737b874fd0.jpg></p><p>さらに解説してほしい所があれば聞いてください！</p>
305750,<p><img src=17f4f7b1e4e627f.jpg></p><p>これでどうですか？</p>
306210,<p>これ、答えはありますか？ 間違えていたら申し訳ないのですが、一応解いてみました。 久しぶりにこのような問題を解いたので、間違えているかもしれませんm(_ _)m あと、急いで書いたので、字が汚いです笑 すみません??</p><p><img src=17f25fe36c47170.jpg></p>
309880,<p>こういう感じなのですがどうでしょうか、、！ わからなければ聞いてください！</p><p><img src=17f2a19a5ce5451.jpg></p>
309932,<p>見にくいかもしれませんが、</p><p><img src=17f2a2a88443c63.jpg></p>
314936,<p><img src=17f4f8275d7564d.jpg></p><p><img src=17f4f8278a95dc8.jpg></p>
316146,<p><img src=17f52d64a071a1d.jpg></p>
316464,<p><img src=17f52da1d39aa24.jpg></p><p>わからないところがあれば質問してくださいね( ´ ▽ ` )ﾉ</p>
317856,<p><img src=17f52e8729cb501.jpg></p>
318596,<p><img src=17f52efd2cb3a0a.jpg></p><p>分かりにくいところがあれば質問してくださいね。</p>
318656,<p><img src=17f52f12355d630.jpg></p><p><img src=17f52f127bb02e8.jpg></p>
319176,<p><img src=17f52f48ce9d201.jpg></p>
319534,<p>ちょっと待ってくださいね！</p><p><img src=17f52f8071b568e.jpg></p>
320836,<p><img src=17f5303eb3e7dc1.jpg></p>
320964,<p><img src=17f5304e6f57bb4.jpg></p>
321068,<p><img src=17f530628c1dbd2.jpg></p><p>この問題の解き方です。確認よろしくお願いします。</p>
321934,<p><img src=17f530fdda8a122.jpg></p><p>わからないところがあれば質問して下さい</p>
324626,<p><img src=17f532b53610008.jpg></p><p>解答を送信しました</p>
325746,<p><img src=17f53369917d26c.jpg></p>
326722,<p><img src=17f533dfabbfb01.jpg></p>
327482,<p><img src=17f5345019ee8f4.jpg></p>
328004,<p><img src=17f534903e2e8e9.jpg></p>
328074,<p><img src=17f534a7900fafc.jpg></p>
328936,<p><img src=17f53510dd0a81f.jpg></p><p>今回の問題の解答、解説です。他に気になることがあったら再質問してください。</p>
328970,<p><img src=17f5351345e40f1.jpg></p><p>理解しにくい所あれば遠慮なく言ってくださいね！</p>
331952,<p><img src=17f5e5220b8be4f.jpg></p>
728162,<p><img src=17f92d3602885ad.jpg></p>
819536,<p>こうです</p><p><img src=17fafa3a0e3d04c.jpg></p>
302504,<p><img src=17f0c487e496551.jpg></p><p>このようになります！</p>
302580,<p><img src=17f0c49187ad3bb.jpg></p>
302758,<p>分数を無くすため、両辺に分母の公倍数をかけます！</p><p>分子は()をつけて計算しましょう、計算ミスしやすいので????</p><p><img src=17f4f66edbcab74.jpg></p>
303178,<p><img src=17f4f6bb416d46f.jpg></p>
303548,<p><img src=17f4f6fa0a82d86.jpg></p><p>こちらになります。 確認お願いしますm(_ _)m</p>
305318,<p>これを見てください。</p><p><img src=17f305f57ab0d62.jpg></p>
310800,<p>分布のことがわからないから、分布のことを書いている訳がありませんですし、分布がどうなるかなんて分かる訳がないです。 正確にいうと、箱ひげ図から大雑把な分布はわかります。(45〜55の間に10人分のデータがあるなど)それ以上の細かな分布は読み取れません。</p><p><img src=17f32e3c16d6663.jpg></p>
314414,<p><img src=17f4f86c2032834.jpg></p>
314978,<p><img src=17f52d59070c8d7.jpg></p>
315176,<p><img src=17f52d67e3f8e24.jpg></p><p>解答を作成しました。いかがでしょうか？またわからないところがあれば教えてください。対応します！</p>
315304,<p><img src=17f52d949f5eccf.jpg></p>
